iter,timestamp,n_games,rollout_seconds,n_actions,mean_turns,s1_wins,s2_wins,draws,action_recruit_pct,action_move_pct,action_attack_pct,action_end_turn_pct,action_other_pct,mean_units_end_s1,mean_units_end_s2,closest_approach_s1,closest_approach_s2,train_n_trajectories,train_n_transitions,train_loss,train_policy_loss,train_value_loss,train_entropy,train_mean_return,train_grad_norm
0,2026-05-19T08:20:09,6,55.37276283558458,3218,201.0,0,0,6,2.0820385332504663,94.9347420758235,0.09322560596643878,2.8899937849596022,0.0,5.666666666666667,7.5,16.5,17.333333333333332,12,3218,2.122984190857541,0.28431835915154124,3.6841489001526497,3.408618370324973,0.005075994413346052,45.85894775390625
1,2026-05-19T08:22:08,7,66.236033776775,3399,201.0,0,0,7,2.3242130038246542,91.32097675786996,0.0,6.354810238305384,0.0,6.0,7.285714285714286,22.571428571428573,23.0,14,3399,1.7293362304021855,-0.05592424835903387,3.5771532250219025,3.316133749731762,0.069918692111969,11.92685317993164
2,2026-05-19T08:24:20,8,66.0582238547504,3869,201.0,0,0,8,2.2744895321788574,96.51072628586198,0.10338588782631171,1.1113982941328509,0.0,5.125,7.875,19.625,20.5,16,3869,1.870948433441338,0.08828436287868602,3.5723361254204065,3.503992147551344,0.0579884834587574,14.776705741882324
3,2026-05-19T08:26:30,8,71.96522601228207,3643,201.0,0,0,8,2.1136426022508923,96.65111172110898,1.1254460609387866,0.10979961570134504,0.0,5.625,6.0,19.375,19.625,16,3643,1.0784751477276204,-0.685145335520815,3.533919660083484,3.339346793306504,0.06540246307849884,28.485933303833008
4,2026-05-19T08:28:32,7,75.49888199195266,3282,201.0,0,0,7,2.6203534430225472,96.46556977452772,0.030469226081657527,0.8836075563680682,0.0,6.285714285714286,8.0,24.571428571428573,27.0,14,3282,1.1489268303043574,-0.6187109673246596,3.5430361583130434,3.880281527504849,0.06096254289150238,22.245513916015625
5,2026-05-19T08:30:02,7,53.928217774257064,3272,201.0,0,0,7,2.10880195599022,93.21515892420538,0.061124694376528114,4.614914425427873,0.0,4.857142857142857,7.0,20.714285714285715,21.142857142857142,14,3272,1.1312017618397185,-0.6813795919952383,3.6311324202106334,2.984856270359728,0.046349506825208664,27.882596969604492
6,2026-05-19T08:32:00,7,68.81038522068411,3505,201.0,0,0,7,2.425106990014265,96.7475035663338,0.2282453637660485,0.5991440798858774,0.0,6.0,8.142857142857142,17.857142857142858,17.857142857142858,14,3505,0.834067896103963,-0.9599363954080218,3.5954886584659107,3.7400377209705766,0.06796173006296158,24.128162384033203
7,2026-05-19T08:34:13,7,71.8916457425803,3388,201.0,0,0,7,2.331759149940968,96.93034238488784,0.0,0.7378984651711924,0.0,5.857142857142857,7.428571428571429,21.142857142857142,21.142857142857142,14,3388,1.1753320630184412,-0.6033827797968456,3.565243049932178,3.906682150802226,0.06853938102722168,18.057397842407227
8,2026-05-19T08:36:17,7,67.49755422957242,3439,201.0,0,0,7,2.7333527188136086,96.36522244838616,0.0,0.9014248328002327,0.0,6.571428571428571,8.857142857142858,18.857142857142858,17.428571428571427,14,3439,-0.4332200252250426,-2.2595159184564153,3.659933410526719,3.6708120319867703,0.07915053516626358,23.013219833374023
9,2026-05-19T08:38:15,7,59.84527073800564,3360,201.0,0,0,7,2.5892857142857144,96.81547619047619,0.02976190476190476,0.5654761904761905,0.0,6.714285714285714,7.714285714285714,22.571428571428573,23.142857142857142,14,3360,-1.0336094492193029,-2.844956048993941,3.6298007307341322,3.553765592427794,0.06802079826593399,42.50546646118164
