iter,timestamp,n_games,rollout_seconds,n_actions,mean_turns,s1_wins,s2_wins,draws,action_recruit_pct,action_move_pct,action_attack_pct,action_end_turn_pct,action_other_pct,mean_units_end_s1,mean_units_end_s2,closest_approach_s1,closest_approach_s2,train_n_trajectories,train_n_transitions,train_loss,train_policy_loss,train_value_loss,train_entropy,train_mean_return,train_grad_norm,r_gold_killed,r_village_delta,r_damage_dealt,r_unit_recruited_cost,r_per_turn_penalty,r_leader_move_penalty,r_invalid_action,r_min_enemy_distance,r_approach_mp,r_unused_mp,r_fog_reveal,r_attack_attempt,r_unit_type_bonus,r_turn_cond_bonus,r_terminal,mean_end_gold_s1,mean_end_gold_s2,n_recruits_s1,n_recruits_s2,n_recruit_attempts_s1,n_recruit_attempts_s2
55,2026-05-21T11:12:38,6,112.94872268754989,2959,201.0,0,0,6,2.500844880027036,96.41770868536668,0.0,1.081446434606286,0.0,6.166666666666667,8.166666666666666,22.0,22.166666666666668,12,2959,-7.723728959366137,-9.381812381975394,3.3242298571858555,4.031505983671423,0.05492508411407471,62.954002380371094,,0.05,,1.0980000000000005,,-0.38000000000000017,,,0.6600000000000005,,1.8445304651903973,,,,,-541.0,-190.83333333333334,31,43,31,43
56,2026-05-21T11:15:53,7,129.19437807239592,3741,201.0,0,0,7,2.4859663191659984,93.90537289494787,0.0,3.608660785886127,0.0,6.142857142857143,9.142857142857142,19.142857142857142,17.285714285714285,14,3741,-0.2460925733572057,-1.9615464707897594,3.437985541706439,3.5388734206658228,0.07265092432498932,22.14038848876953,,0.7000000000000001,,1.5029999999999994,,-0.7500000000000004,,,1.0300000000000007,,2.482603330634408,,,,,-15.142857142857142,27.285714285714285,36,57,36,57
57,2026-05-21T11:18:27,7,114.89735762402415,3588,201.0,0,0,7,2.25752508361204,96.32107023411372,0.055741360089186176,1.3656633221850614,0.0,5.285714285714286,8.285714285714286,21.428571428571427,19.857142857142858,14,3588,-9.094718789372735,-10.810294591054571,3.4385985017870553,3.7234492116913316,0.07290865480899811,47.84801483154297,,0.44999999999999996,,1.3349999999999997,,-0.5700000000000003,,,1.0400000000000007,,2.345995484146332,0.01,,,,-201.71428571428572,-76.42857142857143,30,51,30,51
58,2026-05-21T11:21:18,7,120.93381090089679,3458,201.0,0,0,7,2.371312897628687,95.57547715442452,0.5494505494505495,1.5037593984962405,0.0,6.142857142857143,7.571428571428571,15.285714285714286,15.285714285714286,14,3458,-8.82849708860466,-10.59580112800846,3.5423860363662243,3.8889787793123105,0.07955588400363922,64.68296813964844,,0.6,,1.3329999999999997,,-0.46000000000000024,,,0.8000000000000006,,2.6538842820538227,0.09500000000000001,,,,-201.0,-49.42857142857143,36,46,36,46
59,2026-05-21T11:24:49,8,151.61736372765154,3659,201.0,0,0,8,2.678327411861164,96.966384257994,0.0,0.35528833014484834,0.0,6.875,7.375,28.5,29.75,16,3659,-3.460424523504838,-5.107162139546688,3.3012782215955667,3.901494755933527,0.049059946089982986,84.65538787841797,,0.39999999999999997,,1.561999999999999,,-0.22000000000000006,,,0.8200000000000005,,1.9062466394884263,,,,,-485.375,127.875,47,51,47,51
60,2026-05-21T11:26:29,5,64.77316459361464,2593,201.0,0,0,5,1.5040493636714232,92.13266486694948,1.0026995757809487,5.360586193598149,0.0,4.4,5.4,19.0,18.4,10,2593,9.161153866409485,7.359891224893849,3.607749879360199,2.6122981644622314,-0.07309065759181976,63.66054153442383,,0.2,,0.6050000000000003,,-4.039999999999958,,,0.3200000000000001,,1.1489740568712579,0.13000000000000003,,,,-225.0,157.0,17,22,17,22
61,2026-05-21T11:29:33,8,128.67726288270205,4020,201.0,0,0,8,2.263681592039801,96.3681592039801,0.04975124378109453,1.318407960199005,0.0,5.625,7.75,18.25,18.25,16,4000,-7.5441802243075795,-9.234897430116256,3.388835367630236,3.700478006441699,0.058260273188352585,44.71479415893555,,0.44999999999999996,,1.4819999999999998,,-0.8500000000000005,,,0.9000000000000006,,2.659902932754141,0.01,,,,-403.75,28.875,37,54,37,54
62,2026-05-21T11:32:16,7,112.96649107709527,3345,201.0,0,0,7,2.391629297458894,95.7847533632287,0.7473841554559043,1.0762331838565022,0.0,6.142857142857143,7.285714285714286,21.571428571428573,21.428571428571427,14,3345,-12.21622436230713,-13.88896045202199,3.3530093689332716,3.7685947517761633,0.06361590325832367,59.695735931396484,,0.3,,1.2630000000000001,,-0.26000000000000006,,,0.6200000000000003,,1.9635090591870663,0.12500000000000003,,,,-389.7142857142857,-29.0,36,44,36,44
63,2026-05-21T11:35:31,8,131.44531905278563,3881,201.0,0,0,8,2.473589281113115,95.82581808812162,0.02576655501159495,1.6748260757536717,0.0,5.875,8.125,24.375,24.0,16,3881,-4.680900770362367,-6.364374977293167,3.374214618699625,3.6331024190127437,0.054486434906721115,40.711795806884766,,0.6,,1.5669999999999982,,-0.5600000000000003,,,0.7100000000000004,,2.100641598140649,0.005,,,,-336.25,250.75,39,57,39,57
64,2026-05-21T11:38:05,6,117.25747876241803,2832,201.0,0,0,6,2.6483050847457625,91.20762711864407,0.211864406779661,5.932203389830509,0.0,7.666666666666667,6.833333333333333,22.333333333333332,24.166666666666668,12,2832,-6.52230458232184,-8.209428531949698,3.3816998772672378,3.7259890057609937,0.05676481872797012,49.0373649597168,,0.39999999999999997,,1.1850000000000005,,-0.2900000000000001,,,0.4400000000000002,,1.5645238331767823,0.030000000000000002,,,,-313.3333333333333,-58.166666666666664,40,35,40,35
65,2026-05-21T11:40:50,7,117.45445762015879,3311,201.0,0,0,7,2.234974327997584,95.62065841135609,0.0,2.14436726064633,0.0,5.428571428571429,7.142857142857143,25.428571428571427,26.142857142857142,14,3311,-8.67793640124795,-10.287896305536577,3.226914436556399,3.4973139895707845,0.047818124294281006,44.528297424316406,,0.25,,1.2280000000000004,,-0.34000000000000014,,,0.5100000000000003,,1.8835603488852344,,,,,-240.57142857142858,-118.71428571428571,31,43,31,43
66,2026-05-21T11:42:16,4,59.988525728695095,2055,201.0,0,0,4,2.287104622871046,97.08029197080292,0.0,0.6326034063260341,0.0,5.5,8.25,20.75,21.5,8,2055,-4.534680363049991,-6.262427014011507,3.4623524320777506,3.429565077358575,0.071068674325943,64.97683715820312,,0.35,,0.7640000000000005,,-0.6300000000000003,,,0.4100000000000002,,1.4717903348012096,,,,,-266.5,353.0,18,29,18,29
67,2026-05-21T11:45:31,8,128.3672015350312,3737,201.0,0,0,8,2.3280706449023283,91.62429756489162,0.3746320578003746,5.672999732405673,0.0,6.0,6.875,19.875,19.5,16,3737,-1.2710643278968257,-2.943907822713257,3.3525468217558227,3.4299160614802418,0.04275166243314743,31.868383407592773,,0.39999999999999997,,1.4229999999999996,,-0.7500000000000004,,,0.5400000000000003,,1.8531632811860077,0.06999999999999999,,,,-268.625,69.125,40,47,40,47
68,2026-05-21T11:48:09,8,116.0381638314575,3828,201.0,0,0,8,2.142110762800418,97.33542319749216,0.0,0.522466039707419,0.0,5.75,6.5,19.25,20.75,16,3828,-7.045388247712131,-8.742211225673728,3.400508426653687,3.431235365246266,0.06456358730792999,41.81222152709961,,0.35,,1.3259999999999994,,-0.24000000000000007,,,0.8000000000000005,,2.658800099342192,,,,,-193.875,-208.875,38,44,38,44
69,2026-05-21T11:50:26,7,98.63653803244233,3341,201.0,0,0,7,2.3346303501945527,95.0014965579168,0.0,2.663873091888656,0.0,6.0,7.142857142857143,23.428571428571427,23.142857142857142,14,3341,-0.33887923250943564,-1.9873968202160057,3.3039268742431886,3.445849415024213,0.055869210511446,45.74082565307617,,0.3,,1.271,,-0.2700000000000001,,,0.6900000000000004,,2.012226816472048,,,,,-341.42857142857144,-54.857142857142854,35,43,35,43
70,2026-05-21T11:53:08,7,116.12585555016994,3546,201.0,0,0,7,2.284263959390863,92.69599548787366,0.7614213197969543,4.258319232938522,0.0,6.142857142857143,7.428571428571429,13.571428571428571,13.714285714285714,14,3546,0.2794270092457248,-1.4865196527464377,3.538841384986881,3.4740305012780937,0.052065543830394745,34.2401123046875,,0.5499999999999999,,1.255,,-1.460000000000001,,,0.8000000000000006,,2.407320441497959,0.13500000000000004,,,,-87.0,-131.57142857142858,36,45,36,45
71,2026-05-21T11:55:29,6,94.22160297073424,2872,201.0,0,0,6,1.8105849582172702,97.35376044568245,0.0,0.8356545961002786,0.0,3.8333333333333335,6.833333333333333,22.833333333333332,23.166666666666668,12,2872,-7.75341438013446,-9.39880043193773,3.297770759847481,3.4993281204706363,0.04843626916408539,96.76759338378906,,0.2,,0.7940000000000005,,-0.48000000000000026,,,0.5700000000000003,,1.7637951206695197,,,,,-23.5,-93.33333333333333,17,35,17,35
72,2026-05-21T11:59:01,8,148.23001167178154,3717,201.0,0,0,8,2.3944040893193437,96.52945924132365,0.0,1.0761366693570082,0.0,5.75,7.375,25.375,25.625,16,3717,0.3845927045522078,-1.2788120943284014,3.3339042375446297,3.5473198917056834,0.0390448234975338,40.94730758666992,,0.05,,1.3759999999999994,,-0.8700000000000006,,,1.300000000000001,,1.7175290087225534,,,,,-405.75,30.125,38,51,38,51
73,2026-05-21T12:01:51,8,127.77657703310251,4060,201.0,0,0,8,2.0689655172413794,96.25615763546799,0.04926108374384237,1.625615763546798,0.0,5.75,6.75,22.125,23.75,16,4000,3.904461176440632,2.1810554488920495,3.4542036198545247,3.6960823786799892,0.028919072821736336,68.94584655761719,,0.5499999999999999,,1.3369999999999995,,-1.8300000000000014,,,0.7200000000000005,,2.2391928842371933,0.01,,,,-271.625,244.75,38,46,38,46
74,2026-05-21T12:04:47,6,123.08059783559293,3050,201.0,0,0,6,2.4262295081967213,95.9672131147541,0.8852459016393442,0.7213114754098361,0.0,6.666666666666667,7.666666666666667,14.5,14.0,12,3050,-10.206062980215652,-11.896499002500878,3.388634289498441,3.881122463993961,0.061001967638731,70.26154327392578,,0.15000000000000002,,1.1680000000000004,,-0.38000000000000017,,,0.7500000000000004,,1.8699641313689725,0.13500000000000004,,,,-607.6666666666666,-104.66666666666667,34,40,34,40
75,2026-05-21T12:07:49,8,131.96193147823215,3805,201.0,0,0,8,2.5755584756898817,95.79500657030223,0.8147174770039421,0.8147174770039421,0.0,6.75,7.5,18.75,20.625,16,3805,-8.546420603738095,-10.258777468979986,3.432072781433817,3.6795254750177264,0.07574805617332458,54.50480651855469,,0.49999999999999994,,1.5599999999999985,,-0.16,,,1.0700000000000005,,2.6008412434712054,0.15500000000000005,,,,-352.5,-68.75,46,52,46,52
76,2026-05-21T12:09:46,5,84.51308810338378,2325,201.0,0,0,5,2.6666666666666665,95.65591397849462,1.2903225806451613,0.3870967741935484,0.0,6.8,7.6,18.8,18.0,10,2325,-7.703538593931073,-9.337343241039576,3.275405668071471,3.898186927232018,0.05117250606417656,48.368507385253906,,0.15000000000000002,,0.9140000000000006,,-0.18000000000000002,,,0.2900000000000001,,1.2920354421131384,0.15000000000000005,,,,-441.8,-206.2,29,33,29,33
77,2026-05-21T12:13:09,8,135.3596695708111,4114,201.0,0,0,8,2.3091881380651436,89.93680116674768,1.6285853184248906,6.1254253767622755,0.0,5.5,8.375,14.75,13.75,16,4000,-4.255456030589017,-6.025605334371221,3.5476734304102138,3.687411422902869,0.08583161979913712,31.762981414794922,,0.6,,1.5689999999999995,,-0.3300000000000001,,,1.0700000000000005,,3.061527525227889,0.3350000000000002,,,,-335.375,-9.5,36,59,36,59
78,2026-05-21T12:15:25,7,100.00086716003716,3286,201.0,0,0,7,2.160681679853926,90.99208764455265,0.24345709068776628,6.60377358490566,0.0,5.285714285714286,6.857142857142857,18.428571428571427,18.428571428571427,14,3286,2.928041100298196,1.2677274913041288,3.3270543796825223,3.213580847193839,0.043635111302137375,28.796812057495117,,0.25,,1.1200000000000006,,-0.6500000000000004,,,0.5300000000000004,,1.7144092545998633,0.04,,,,-285.7142857142857,35.142857142857146,30,41,30,41
79,2026-05-21T12:17:56,7,112.38952292129397,3433,201.0,0,0,7,2.1846781240897175,96.8540635013108,0.08738712496358869,0.873871249635887,0.0,5.857142857142857,6.857142857142857,18.714285714285715,20.428571428571427,14,3433,-6.038741942348179,-7.721869453340389,3.3734703193767928,3.607648696186061,0.05698767304420471,84.55594635009766,,0.35,,1.18,,-0.45000000000000023,,,0.8400000000000005,,1.936000774182267,0.015,,,,-350.85714285714283,-74.71428571428571,34,41,34,41
80,2026-05-21T12:21:02,8,121.53044079523534,3652,201.0,0,0,8,2.190580503833516,97.56297918948522,0.0,0.24644030668127054,0.0,5.875,6.125,25.0,26.75,16,3652,-2.648752020970076,-4.27565765904626,3.261023663333617,3.606193590624571,0.04653584212064743,76.9775161743164,,0.3,,1.2519999999999993,,-0.38000000000000017,,,0.5400000000000003,,2.1297255048060517,,,,,-285.0,26.375,39,41,39,41
81,2026-05-21T12:24:00,8,117.66524077299982,3909,201.0,0,0,8,2.0721412125863394,96.34177539012535,0.0,1.586083397288309,0.0,5.375,6.75,20.5,20.875,16,3909,-5.836452856825331,-7.515981520690929,3.3659188768360764,3.4307745524404254,0.05588780343532562,46.3630256652832,,0.49999999999999994,,1.1979999999999995,,-1.1400000000000008,,,0.7400000000000004,,2.521092260297579,,,,,-130.125,81.125,35,46,35,46
82,2026-05-21T12:26:38,6,111.14627058804035,3087,201.0,0,0,6,2.0732102364755427,95.75639779721412,0.0,2.1703919663103335,0.0,6.5,6.166666666666667,17.333333333333332,17.666666666666668,12,3087,-10.319574504901931,-12.010581825252643,3.3895303990575485,3.7578791780615575,0.06379911303520203,44.9244384765625,,0.25,,1.0190000000000006,,-0.2800000000000001,,,0.7000000000000005,,2.1685193118698307,,,,,-353.3333333333333,-21.166666666666668,33,31,33,31
83,2026-05-21T12:29:31,7,126.88240055926144,3694,201.0,0,0,7,2.246886843530049,95.66865186789389,1.0828370330265296,1.0016242555495398,0.0,6.714285714285714,7.142857142857143,19.0,19.571428571428573,14,3694,-4.8258397713771455,-6.516232914310251,3.3879774315282702,3.5955728310291306,0.055692158639431,24.94559097290039,,0.39999999999999997,,1.311,,-1.0400000000000007,,,1.2300000000000009,,2.2527298090108006,0.2000000000000001,,,,-501.85714285714283,57.42857142857143,40,43,40,43
