iter,timestamp,n_games,rollout_seconds,n_actions,mean_turns,s1_wins,s2_wins,draws,action_recruit_pct,action_move_pct,action_attack_pct,action_end_turn_pct,action_other_pct,mean_units_end_s1,mean_units_end_s2,closest_approach_s1,closest_approach_s2,train_n_trajectories,train_n_transitions,train_loss,train_policy_loss,train_value_loss,train_entropy,train_mean_return,train_grad_norm
0,2026-05-17T11:45:12,6,31.714886382222176,3503,201.0,0,0,6,2.147766323024055,85.25200458190149,2.9495990836197024,9.650630011454753,0.0,6.5,7.833333333333333,13.5,15.666666666666666,12,3492,2.2562830460802825,0.3909761435191399,3.737260838795919,3.323516836816907,0.24780306220054626,9.682579040527344
1,2026-05-17T11:46:44,8,34.719718404114246,3835,201.0,0,0,8,2.242503259452412,90.82138200782269,0.4954367666232073,6.440677966101695,0.0,5.5,7.25,20.125,20.125,16,3835,1.3870728538982067,-0.3837316422902859,3.548731357732322,3.561182677668512,0.0329601876437664,16.76590919494629
2,2026-05-17T11:48:17,8,40.78668481577188,4218,201.0,0,0,8,2.275960170697013,93.97818871503083,0.5926979611190137,3.1531531531531534,0.0,6.25,7.75,19.125,20.25,16,4000,2.221749261950878,0.38847365906338593,3.6739133905502968,3.681092387656463,0.0399385504424572,5.432731628417969
3,2026-05-17T11:49:43,8,39.96106530819088,4111,201.0,0,0,8,2.067623449282413,95.47555339333495,1.3865239601070298,1.070299197275602,0.0,5.625,7.0,18.5,17.25,16,4000,1.5629658652028284,-0.19732466514847147,3.5283417153405026,3.8803273189514584,0.03296114504337311,14.174500465393066
4,2026-05-17T11:51:01,7,37.53946128860116,3510,201.0,0,0,7,2.507122507122507,92.70655270655271,0.4843304843304843,4.301994301994302,0.0,7.428571428571429,7.142857142857143,20.714285714285715,23.571428571428573,14,3510,2.72588821073165,0.9158930190846206,3.6272760059218854,3.642811313913171,0.047838661819696426,20.965194702148438
5,2026-05-17T11:52:06,6,28.46469574701041,3015,201.0,0,0,6,1.7247097844112769,90.21558872305141,1.1940298507462686,6.865671641791045,0.0,5.166666666666667,5.5,20.166666666666668,21.0,12,3015,1.7602334702059452,-0.04071060394856829,3.607992165023461,3.0520083572168915,0.018763983622193336,18.582313537597656
6,2026-05-17T11:53:22,6,31.750468779355288,3064,201.0,0,0,6,2.839425587467363,94.54960835509138,2.023498694516971,0.587467362924282,0.0,7.833333333333333,8.666666666666666,13.833333333333334,17.666666666666668,12,3064,0.8147832415142997,-0.9628556108285835,3.563422763487324,4.072529400778876,0.04595010727643967,22.974374771118164
7,2026-05-17T11:54:50,7,35.44408580381423,3516,201.0,0,0,7,2.70193401592719,95.50625711035268,0.36973833902161546,1.422070534698521,0.0,7.285714285714286,8.142857142857142,19.0,20.857142857142858,14,3516,1.0915995241983147,-0.6654249286731755,3.522221743129194,4.08641869310668,0.08115658164024353,10.229755401611328
8,2026-05-17T11:56:30,8,37.63876431249082,4125,201.0,0,0,8,2.376333656644035,93.69544131910766,0.2909796314258002,3.6372453928225026,0.0,5.625,8.5,17.75,19.125,16,4000,1.4449051342264807,-0.28145228177055515,3.4600653128582053,3.675240432066687,0.06071973592042923,7.999200820922852
9,2026-05-17T11:57:45,7,29.221899829804897,3170,201.0,0,0,7,1.5772870662460567,84.9211356466877,0.0,13.501577287066246,0.0,3.4285714285714284,5.714285714285714,23.285714285714285,23.571428571428573,14,3170,2.2230221638383214,0.45756985840590403,3.53620298136957,2.649185252367488,-0.021680880337953568,25.506088256835938
10,2026-05-17T11:58:53,7,30.545468578115106,3405,201.0,0,0,7,1.9970631424375918,95.80029368575624,0.14684287812041116,2.0558002936857562,0.0,5.285714285714286,6.428571428571429,23.0,23.571428571428573,14,3405,1.3179952932141275,-0.3817064265744978,3.406712201947812,3.6543811852807266,0.018828369677066803,9.89737606048584
11,2026-05-17T11:59:47,5,23.093262406997383,2396,201.0,0,0,5,2.2120200333889817,95.99332220367279,1.0851419031719534,0.7095158597662772,0.0,5.2,7.4,17.4,17.2,10,2396,1.3904434669868928,-0.4239391940284918,3.636208505020477,3.721591494853783,0.044647619128227234,23.468862533569336
