iter,timestamp,n_games,rollout_seconds,n_actions,mean_turns,s1_wins,s2_wins,draws,action_recruit_pct,action_move_pct,action_attack_pct,action_end_turn_pct,action_other_pct,mean_units_end_s1,mean_units_end_s2,closest_approach_s1,closest_approach_s2,train_n_trajectories,train_n_transitions,train_loss,train_policy_loss,train_value_loss,train_entropy,train_mean_return,train_grad_norm
71,2026-05-20T10:41:32,6,52.129549586214125,2866,201.0,0,0,6,2.0237264480111654,97.34822051639917,0.06978367062107467,0.5582693649685974,0.0,5.666666666666667,6.0,21.0,21.666666666666668,12,2866,-3.8370636226160872,-5.544255237287359,3.4212968549109064,3.4568127841812384,0.06162931025028229,76.0499038696289
72,2026-05-20T10:44:11,8,90.35644964221865,3935,201.0,0,0,8,2.261753494282084,96.69631512071156,0.6861499364675985,0.35578144853875476,0.0,6.125,7.0,23.0,24.75,16,3935,-3.871684737259476,-5.555215308280481,3.3749001927208155,3.919525339402753,0.053739115595817566,30.9205322265625
73,2026-05-20T10:46:30,8,70.30742590222508,4120,201.0,0,0,8,1.9174757281553398,96.91747572815534,0.0,1.1650485436893203,0.0,5.375,6.5,18.25,18.125,16,4000,0.007619490698175127,-1.752589787408823,3.5270377288688906,3.309586327447164,0.04915713891386986,31.560285568237305
74,2026-05-20T10:48:34,6,71.19721654523164,2941,201.0,0,0,6,2.4481468888133286,96.56579394763686,0.17001020061203673,0.8160489629377763,0.0,5.5,8.5,13.666666666666666,15.333333333333334,12,2941,-0.6165070315351124,-2.312594677426887,3.3993766660569236,3.600687136687384,0.06015825644135475,23.135303497314453
75,2026-05-20T10:50:56,8,78.68390993773937,4232,201.0,0,0,8,2.4338374291115312,94.91965973534971,1.6304347826086956,1.0160680529300568,0.0,6.375,8.5,17.625,18.5,15,4000,-1.5204448594402264,-3.287399318906864,3.5418936327914707,3.9923569290976957,0.08362941443920135,21.705175399780273
76,2026-05-20T10:52:45,5,58.40307160373777,2670,201.0,0,0,5,2.359550561797753,94.00749063670412,1.1610486891385767,2.4719101123595504,0.0,5.4,9.2,16.8,17.0,11,2877,0.9954458808502508,-0.8302687414369245,3.6579755912534893,3.2731733395693254,0.03841950744390488,32.85151672363281
77,2026-05-20T10:55:02,8,76.12922887504101,4027,201.0,0,0,8,2.433573379687112,90.7871864911845,1.0181276384405265,5.761112490687857,0.0,4.75,9.5,15.75,13.5,16,4000,0.6177167590938247,-1.1362554574878274,3.515443954092916,3.749760464805945,0.07630615681409836,16.625844955444336
78,2026-05-20T10:57:05,7,70.45621399395168,3709,201.0,0,0,7,1.6985710434079266,86.19574009166891,0.8088433540037746,11.296845510919386,0.0,4.857142857142857,6.142857142857143,14.142857142857142,14.857142857142858,14,3709,0.34314068042809714,-1.4075053393492656,3.506945100147277,2.8265302962758483,-0.022589458152651787,37.5690803527832
79,2026-05-20T10:59:11,7,66.15671269409359,3536,201.0,0,0,7,2.06447963800905,97.34162895927602,0.02828054298642534,0.5656108597285068,0.0,6.0,6.428571428571429,17.857142857142858,17.714285714285715,14,3536,1.2142053763958651,-0.5118612319445219,3.4590126741677523,3.439728743489013,0.06729699671268463,22.956026077270508
80,2026-05-20T11:01:27,8,83.5619108248502,4113,201.0,0,0,8,2.4799416484318018,96.59615852176027,0.0,0.9238998298079261,0.0,6.125,8.625,24.625,20.625,16,4000,3.3373472367397365,1.58561793437039,3.5098724320996553,3.206913680480966,0.07279077172279358,21.804044723510742
81,2026-05-20T11:03:08,8,60.273734321817756,3891,201.0,0,0,8,2.004626060138782,96.96736057568748,0.0,1.0280133641737343,0.0,5.375,6.375,19.5,20.625,16,3891,-0.8833132826835562,-2.586102688174776,3.4126121806912124,3.5166848543863125,0.05906560644507408,39.06776428222656
82,2026-05-20T11:04:59,7,61.42635122872889,3522,201.0,0,0,7,2.72572402044293,96.39409426462237,0.08517887563884156,0.7950028392958546,0.0,6.571428571428571,9.142857142857142,15.142857142857142,15.571428571428571,14,3522,-0.0391935797584988,-1.7898539333434087,3.5089711956097744,3.8252442199773213,0.07700196653604507,32.258270263671875
83,2026-05-20T11:06:52,7,73.16234954353422,3628,201.0,0,0,7,1.8743109151047408,94.07386990077177,0.7442116868798236,3.3076074972436604,0.0,6.142857142857143,5.571428571428571,19.0,19.714285714285715,14,3628,1.4580311658790184,-0.33993405190377146,3.6026740483939648,3.3718064141926334,0.030140679329633713,15.620251655578613
84,2026-05-20T11:08:58,7,65.44797881040722,3664,201.0,0,0,7,1.99235807860262,95.82423580786026,0.27292576419213976,1.9104803493449782,0.0,6.0,6.428571428571429,13.142857142857142,14.142857142857142,14,3664,-1.7393744249502197,-3.4975736445233707,3.5232148012146354,3.4081810341666596,0.06655874848365784,35.67857360839844
85,2026-05-20T11:11:09,8,74.25915435981005,4222,201.0,0,0,8,2.226432970156324,97.063003315964,0.0,0.7105637138796779,0.0,5.125,8.625,18.5,18.875,15,4000,-1.9363937818664672,-3.720839663680465,3.5760909520904534,3.5995942312288207,0.07993040233850479,21.234966278076172
86,2026-05-20T11:12:56,8,67.00828313827515,4114,201.0,0,0,8,1.8716577540106951,94.8954788526981,0.09722897423432182,3.135634419056879,0.0,5.0,6.625,19.25,17.375,16,4000,-0.025185862845760652,-1.8036240910115282,3.5640178656904027,3.5707046794337884,0.05150635540485382,43.10812759399414
