iter,timestamp,n_games,rollout_seconds,n_actions,mean_turns,s1_wins,s2_wins,draws,action_recruit_pct,action_move_pct,action_attack_pct,action_end_turn_pct,action_other_pct,mean_units_end_s1,mean_units_end_s2,closest_approach_s1,closest_approach_s2,train_n_trajectories,train_n_transitions,train_loss,train_policy_loss,train_value_loss,train_entropy,train_mean_return,train_grad_norm,r_gold_killed,r_village_delta,r_damage_dealt,r_unit_recruited_cost,r_per_turn_penalty,r_leader_move_penalty,r_invalid_action,r_min_enemy_distance,r_approach_mp,r_unused_mp,r_fog_reveal,r_attack_attempt,r_unit_type_bonus,r_turn_cond_bonus,r_terminal,mean_end_gold_s1,mean_end_gold_s2,n_recruits_s1,n_recruits_s2,n_recruit_attempts_s1,n_recruit_attempts_s2
2,2026-06-12T09:16:49,2,34.670300900004804,70,13.0,0,0,2,22.857142857142858,77.14285714285714,0.0,0.0,0.0,5.0,5.0,21.0,20.5,70,70,15.768826711922884,13.680816862732172,4.176019698381424,1.6962033353371553,-0.010218341834843159,72.0219955444336,,,,0.25400000000000006,,,,-0.14049999999999993,,,,,,,,20.0,44.0,8,8,8,8
0,2026-06-12T11:15:43,1,4.991192499990575,13,6.0,0,0,1,23.076923076923077,23.076923076923077,0.0,53.84615384615385,0.0,1.0,4.0,25.0,25.0,13,13,5.187951877713203,3.2142387330532074,3.947426289319992,1.704493159490244,-0.009629476815462112,5.099610328674316,,,,0.046,,,,-0.05250000000000001,,,,,,,,110.0,61.0,0,3,0,3
0,2026-06-12T11:43:25,1,15.834379200008698,16,6.0,0,0,1,25.0,50.0,0.0,25.0,0.0,1.0,5.0,24.0,24.0,16,16,5.68231525272131,3.70324669778347,3.958137109875679,1.4412773853292906,-0.009536082856357098,4.694339752197266,,,,0.07100000000000001,,-0.02,,-0.05679999999999999,,,,,,,,110.0,24.0,0,4,0,4
0,2026-06-12T16:27:03,1,16.67340110000805,14,6.0,0,0,1,28.571428571428573,50.0,0.0,21.428571428571427,0.0,1.0,5.0,25.0,25.0,14,14,5.563251942396164,3.4475491642951965,4.231405556201935,1.452334549903992,-0.024182984605431557,4.735682010650635,,,,0.069,,,,-0.0477,,,,,,,,110.0,23.0,0,4,0,4
0,2026-06-12T17:34:45,1,14.56746769999154,13,6.0,0,0,1,23.076923076923077,15.384615384615385,0.0,61.53846153846154,0.0,1.0,4.0,25.0,25.0,13,13,4.801512956619263,2.734350234270096,4.134325444698334,1.6622619371486658,-0.009629476815462112,5.4252119064331055,,,,0.05500000000000001,,,,-0.05250000000000001,,,,,,,,110.0,52.0,0,3,0,3
0,2026-06-12T17:59:33,1,19.34756580000976,17,6.0,0,0,1,23.529411764705884,52.94117647058823,0.0,23.529411764705884,0.0,1.0,5.0,24.0,24.0,17,17,5.393580891191959,3.407132849097252,3.972896084189415,1.287830747579454,-0.0049788495525717735,4.527228355407715,,,,0.075,,-0.03,,-0.062,,,,,,,,110.0,17.0,0,4,0,4
0,2026-06-12T18:02:24,1,9.67414810002083,14,6.0,0,0,1,28.571428571428573,50.0,0.0,21.428571428571427,0.0,1.0,5.0,25.0,25.0,14,14,5.913296326994896,3.8563641160726547,4.113864421844482,1.4556716076882383,-0.024182984605431557,4.507665634155273,,,,0.07,,,,-0.0478,,,,,,,,110.0,22.0,0,4,0,4
0,2026-06-12T18:22:48,1,13.04074459997355,14,6.0,0,0,1,28.571428571428573,57.142857142857146,0.0,14.285714285714286,0.0,1.0,5.0,25.0,25.0,14,14,5.898221671581268,3.7920318245887756,4.212379693984985,1.6983763947078465,-0.019373860210180283,4.3008623123168945,,,,0.071,,,,-0.04810000000000001,,,,,,,,110.0,27.0,0,4,0,4
0,2026-06-12T22:06:46,1,98.04492529999698,14,6.0,0,0,1,28.571428571428573,57.142857142857146,0.0,14.285714285714286,0.0,1.0,5.0,25.0,25.0,14,14,5.803192898631096,3.8556980788707733,3.894989639520645,1.583534658508942,-0.023391863331198692,5.034814834594727,,,,0.068,,,,-0.0479,,,,,,,,110.0,25.0,0,4,0,4
0,2026-06-12T22:32:29,1,20.500792800012277,14,6.0,0,0,1,28.571428571428573,50.0,0.0,21.428571428571427,0.0,1.0,5.0,25.0,25.0,14,14,5.955776408314705,3.862887904047966,4.185777008533478,1.4628686336589656,-0.024182984605431557,4.716165542602539,,,,0.061,,,,-0.0478,,,,,,,,110.0,31.0,0,4,0,4
0,2026-06-12T22:48:34,1,13.5594001999998,13,6.0,0,0,1,15.384615384615385,46.15384615384615,0.0,38.46153846153846,0.0,1.0,3.0,24.0,24.0,13,13,5.0758146494627,3.0734117925167084,4.004805713891983,1.5715759951946753,-0.009629476815462112,5.695384502410889,,,,0.037,,-0.01,,-0.05250000000000001,,,,,,,,110.0,70.0,0,2,0,2
0,2026-06-12T23:12:19,2,237.79151410001214,136,25.0,0,0,2,11.029411764705882,80.1470588235294,4.411764705882353,4.411764705882353,0.0,5.0,4.5,12.5,14.0,136,136,26.002471088431776,24.24734080210328,3.510260572656989,1.6748393803445525,0.0014050293248146772,52.0915412902832,,,,0.261,,-0.20000000000000004,,-0.1689000000000001,,,,,,,,1.0,5.0,8,7,8,7
1,2026-06-12T23:16:51,2,216.76447670001653,164,25.0,0,0,2,8.536585365853659,82.3170731707317,3.048780487804878,6.097560975609756,0.0,4.0,5.0,10.5,11.0,164,164,13.414770575473085,11.51096282270737,3.8076155055314302,2.3294561511862333,-0.01863980107009411,54.127113342285156,,0.25,,0.22500000000000006,,-0.17,,-0.1911000000000001,,,,,,,,93.0,39.0,6,8,6,8
2,2026-06-12T23:18:03,2,62.859796400007326,119,25.0,0,0,2,10.92436974789916,79.83193277310924,6.722689075630252,2.5210084033613445,0.0,4.0,4.5,9.5,9.5,119,119,13.190330125391483,11.429681957699358,3.5212963353842497,1.6726353279001784,-0.0002512636419851333,94.64327239990234,,,,0.21400000000000002,,-0.01,,-0.10349999999999998,,,,,,,,33.0,11.5,6,7,6,7
3,2026-06-12T23:19:10,2,56.86180059998878,176,25.0,0,0,2,6.508875739644971,59.171597633136095,16.568047337278106,17.75147928994083,0.0,2.5,4.5,4.5,5.0,169,169,6.753053860506043,4.9213083477225155,3.6634910255670547,1.6983926871995991,0.010410921648144722,34.842994689941406,-0.04000000000000001,0.3,0.08600000000000002,0.15800000000000003,,-0.20000000000000004,,-0.11610000000000005,,,,,,,,143.0,101.5,4,7,4,7
4,2026-06-12T23:20:37,2,70.47520539999823,189,25.0,0,0,2,8.994708994708995,77.24867724867725,6.349206349206349,7.407407407407407,0.0,4.5,6.0,8.0,7.5,189,189,10.85236813267693,8.84024218050763,4.024251904338598,1.814743101646998,-0.005751385353505611,42.76914978027344,,0.1,0.0045000000000000005,0.29600000000000004,,-0.16,,-0.13950000000000046,,,,,,,,50.0,-7.5,7,10,7,10
5,2026-06-12T23:21:45,2,57.763981299998704,185,25.0,0,0,2,6.557377049180328,69.94535519125684,12.021857923497267,11.475409836065573,0.0,3.0,5.0,6.0,4.5,183,183,6.229116045637056,4.334472129819915,3.789287831634283,1.746849752682117,-0.0050877053290605545,16.314844131469727,,0.25,0.028,0.2,,-0.25000000000000006,,-0.13630000000000006,,,,,,,,111.0,30.0,4,8,4,8
