file,z1,l_hp,l_cost,n_measured,n_bailed
2026-02-17_2p__Cynsaun_Battlefield_Turn_12_(89805).json.gz,1.0,3.960500000000005,-13.483999999999995,43,0
2025-09-08_2p__Weldyn_Channel_Turn_11_(195991).json.gz,-1.0,-22.366698891128408,-24.855050107006512,27,3
2024-05-30_2p__Hamlets_Turn_22_(36017).json.gz,1.0,-10.644355999999977,-22.147760000000005,104,10
2024-04-04_2p__Den_of_Onis_Turn_13_(756).json.gz,1.0,86.613272,63.99135200000001,49,9
2024-06-11_2p_mini_edited_Turn_5_(44893).json.gz,1.0,-19.6047303389067,5.628042846194395,17,0
2024-07-14_2p__Fallenstar_Lake_Turn_9_(10372).json.gz,1.0,49.282399999999974,36.743300000000005,49,16
2025-11-29_2p_-_Micro_Isar_Turn_5_(17938).json.gz,1.0,-5.36776029134681,-24.878192187829644,17,1
2024-10-15_2p__Silverhead_Crossing_Turn_6_(2500).json.gz,-1.0,-25.098699999999997,12.882800000000005,13,0
2025-01-31_2p__Hamlets_Turn_15_(18668).json.gz,-1.0,0.7144499999999923,-52.87910000000001,67,1
2026-07-02_2p__Den_of_Onis_Turn_13_(35389).json.gz,1.0,-6.346479999999993,-2.555440000000001,39,9
2024-11-24_2p__Sullas_Ruins_Turn_10_(18675).json.gz,1.0,-26.615299260540215,-12.311046016166792,50,2
2025-05-12_2p__Caves_of_the_Basilisk_Turn_14_(101754).json.gz,-1.0,-14.032969999999995,9.626215999999996,62,26
2024-07-27_2p__Fallenstar_Lake_Turn_29_(19177).json.gz,1.0,-80.74038381074419,-7.105305958680734,137,41
2024-07-06_2p__Den_of_Onis_Turn_12_(5270).json.gz,1.0,-8.200323999999998,25.605051200000016,43,2
2024-04-10_2p__The_Walls_of_Pyrennis_Turn_20_(3884).json.gz,1.0,7.5433000000000145,-9.400200000000005,54,13
2025-03-22_2p__Aethermaw_Turn_19_(61514).json.gz,-1.0,-71.812716,-35.32775599999997,88,11
2024-12-23_2p__The_Walls_of_Pyrennis_Turn_7_(7501).json.gz,-1.0,-22.110439999999993,-6.997687999999993,18,1
2025-10-24_2p__Elensefar_Courtyard_Turn_10_(229192).json.gz,1.0,-27.589927999999986,-7.982593600000001,25,3
2024-07-06_2p__Hamlets_Turn_15_(5417).json.gz,1.0,28.217980000000004,35.79937999999999,57,11
2024-09-16_2p__Hamlets_Turn_22_(30131).json.gz,1.0,-95.57304999999997,23.590600000000016,118,44
2024-10-13_2p__Caves_of_the_Basilisk_Turn_9_(765).json.gz,1.0,52.74790000000001,49.736200000000004,34,1
2024-04-16_2p__Caves_of_the_Basilisk_Turn_19_(7888).json.gz,-1.0,77.61599013237598,73.6450457546175,96,24
2024-12-13_2p__Caves_of_the_Basilisk_Turn_10_(515).json.gz,1.0,13.809800000000012,67.216896,42,5
2024-05-09_2p__Hellhole_Turn_9_(22798).json.gz,1.0,-64.58525504,-101.16142288,45,1
2025-05-24_2p__Fallenstar_Lake_Turn_11_(110780).json.gz,-1.0,-35.865887999999984,-67.36016799999999,55,1
2026-02-05_2p__Cynsaun_Battlefield_Turn_10_(77887).json.gz,-1.0,-87.79091360000004,-59.36865439999999,38,0
2025-10-26_2p__Ruphus_Isle_Turn_13_(230228).json.gz,1.0,11.234400000000004,24.34120000000001,42,30
2024-04-07_2p_mini_edited_Turn_10_(2526).json.gz,-1.0,-15.189200000000003,-12.663800000000005,29,5
2025-12-15_2p__The_Walls_of_Pyrennis_Turn_9_(30761).json.gz,-1.0,6.015999999999998,-11.726799999999997,20,0
2024-08-31_2p__Weldyn_Channel_Turn_16_(17462).json.gz,1.0,29.936128654000075,72.9784350536691,30,7
2024-03-28_2p__Caves_of_the_Basilisk_Turn_14_(1277).json.gz,-1.0,46.57972599999998,13.847470399999999,78,10
2024-07-21_2p_mini_edited_Turn_10_(14750).json.gz,1.0,3.7282999999999955,-25.353800000000007,27,2
2024-08-18_2p__Sablestone_Delta_Turn_7_(8212).json.gz,1.0,14.171199999999999,-25.632,20,3
2024-07-16_2p__Sullas_Ruins_Turn_20_(11657).json.gz,1.0,30.095806549414934,37.42734513232752,79,12
2026-03-16_2p__Den_of_Onis_Turn_9_(4652).json.gz,-1.0,-2.236000000000002,29.876250000000006,33,3
2026-07-03_2p__Silverhead_Crossing_Turn_15_(35818).json.gz,1.0,30.034100953597928,-27.451019737492455,49,5
2024-07-06_2p_-_Micro_Isar_Turn_9_(5153).json.gz,1.0,-9.465599999999997,17.220799999999997,25,1
2024-07-23_2p__Ruined_Passage_Turn_18_(16173).json.gz,-1.0,-22.393069999999987,-36.96943999999999,40,50
2026-08-03_2p__The_Freelands_Turn_19_(57522).json.gz,-1.0,17.530887999999997,11.476928000000004,102,11
2026-01-20_2p__Hornshark_Island_Turn_10_(62879).json.gz,1.0,36.107932000000005,37.434072,53,4
2024-04-15_2p_mini_edited_Turn_8_(7322).json.gz,1.0,-58.77360000000001,41.872,23,1
2024-05-10_2p_mini_edited_Turn_6_(23427).json.gz,1.0,9.33079100000001,11.365343999999997,15,0
2025-12-27_2p__Sullas_Ruins_Turn_13_(40805).json.gz,-1.0,-6.9083524999999995,20.656252499999994,52,6
2024-06-14_2p_mini_edited_Turn_5_(46537).json.gz,1.0,27.631000000000007,15.510000000000005,12,3
2024-05-05_2p_mini_edited_Turn_8_(20450).json.gz,1.0,-39.06717135739937,11.003845528277676,21,3
2024-12-07_2p__Aethermaw_Turn_20_(2912).json.gz,-1.0,-74.69852399999999,-143.95967600000003,81,3
2024-09-11_2p__Sablestone_Delta_Turn_12_(25546).json.gz,1.0,43.037711999999985,-3.986736000000011,53,4
2025-01-13_2p_-_Micro_Isar_Turn_5_(2836).json.gz,1.0,4.799949999999992,6.392799999999989,14,2
2024-04-27_2p__Tombs_of_Kesorak_Turn_15_(14124).json.gz,1.0,-69.04079999999999,-21.567000000000004,48,4
2024-06-08_2p_-_Micro_Isar_Turn_10_(42344).json.gz,1.0,-45.487899999999996,-14.467899999999997,27,3
2026-07-23_2p__Elensefar_Courtyard_Turn_9_(50123).json.gz,1.0,31.359300000000005,8.1802,41,0
2025-03-04_2p_-_Micro_Isar_Turn_8_(47112).json.gz,-1.0,-40.669999999999995,-39.7,17,1
2024-05-17_2p_mini_edited_Turn_7_(28420).json.gz,-1.0,-32.63758200000001,-0.25063999999999,19,5
2024-11-24_2p__Weldyn_Channel_Turn_7_(18617).json.gz,-1.0,-6.696400000000004,-12.649600000000001,15,0
2025-11-15_2p__Hamlets_Turn_9_(5686).json.gz,-1.0,-5.890099999999994,-5.2390000000000025,18,0
2024-12-24_2p_-_Micro_Isar_Turn_5_(8480).json.gz,1.0,-29.76190000000001,-0.260543999999995,15,1
2024-09-28_2p__Aethermaw_Turn_18_(39110).json.gz,1.0,48.96397999999999,-39.523579999999995,62,14
2026-01-08_2p__Sablestone_Delta_Turn_16_(52226).json.gz,1.0,42.26793785355375,1.5180483743268978,67,14
2024-07-13_2p_-_Micro_Isar_Turn_5_(9686).json.gz,1.0,-16.612399999999994,-14.303,15,0
2026-01-21_2p__Hamlets_Turn_19_(63642).json.gz,-1.0,48.543490797142866,3.4050373833934557,73,19
2026-07-24_2p__The_Freelands_Turn_10_(50460).json.gz,1.0,24.649230400000036,28.3644576,42,5
2026-07-23_2p__Swamp_of_Dread_Turn_17_(50069).json.gz,1.0,29.84538400000002,110.27515600000002,99,22
2024-12-06_2p__Caves_of_the_Basilisk_Turn_8_(2131).json.gz,1.0,-2.3311000000000064,-12.5331,30,2
2025-03-21_2p__Caves_of_the_Basilisk_Turn_14_(60832).json.gz,-1.0,-17.282899999999998,-44.23,83,5
2026-07-15_2p__Weldyn_Channel_Turn_25_(44478).json.gz,1.0,-51.74333147822223,34.11458536689863,103,42
2024-09-23_2p__Arcanclave_Citadel_Turn_6_(35552).json.gz,1.0,46.15151000000001,46.81961999999999,24,0
2025-01-13_2p__Arcanclave_Citadel_Turn_15_(2724).json.gz,-1.0,-86.78818687671462,-52.564619197070556,87,14
2024-05-18_2p_-_Micro_Isar_Turn_8_(29134).json.gz,-1.0,-67.26195000000001,-24.904749999999993,21,7
2024-10-15_2p__Sablestone_Delta_Turn_18_(2156).json.gz,1.0,-48.938612712899605,-46.538136802867626,80,4
2025-02-13_2p_-_Micro_Isar_Turn_7_(31153).json.gz,1.0,-23.275479999999995,0.2672799999999995,20,3
2024-06-28_2p_mini_edited_Turn_6_(242).json.gz,1.0,-13.105699999999986,-5.741999999999997,18,0
2025-10-18_2p__Hornshark_Island_Turn_10_(224892).json.gz,1.0,14.408111300662211,6.105749071739195,40,4
2024-06-28_2p__Caves_of_the_Basilisk_Turn_12_(55776).json.gz,-1.0,37.13715999999998,23.489183999999998,63,6
2025-08-18_2p__Hamlets_Turn_13_(177893).json.gz,1.0,67.06687499999998,25.514750000000003,36,10
2025-12-24_2p__Weldyn_Channel_Turn_13_(38743).json.gz,-1.0,37.680032,21.90439120000001,57,4
2024-07-25_2p_mini_edited_Turn_8_(17982).json.gz,1.0,-20.925251979515593,-20.56757268713089,19,3
2025-06-15_2p__Hellhole_Turn_13_(128573).json.gz,1.0,89.82078999999999,29.795,41,5
2024-07-17_2p__Thousand_Stings_Garrison_Turn_11_(12337).json.gz,-1.0,-27.20829999999999,-12.590100000000003,49,5
2024-12-15_2p_-_Micro_Isar_Turn_11_(1282).json.gz,1.0,-28.213,3.639999999999997,20,0
2024-06-26_2p__Cynsaun_Battlefield_Turn_19_(54665).json.gz,1.0,15.463124999999998,31.053429999999995,127,8
2024-05-09_2p_mini_edited_Turn_7_(23146).json.gz,-1.0,15.337200000000008,-9.982999999999997,28,2
2025-03-22_2p__Aethermaw_Turn_15_(61548).json.gz,-1.0,-93.56357264,-22.300453600000004,43,5
2026-04-20_2p__Caves_of_the_Basilisk_Turn_29_(29974).json.gz,-1.0,-5.876055999999943,-64.7195064,172,33
2024-07-13_2p_-_Micro_Isar_Turn_8_(9406).json.gz,1.0,51.330799999999996,4.0828000000000015,35,8
2026-03-01_2p__Elensefar_Courtyard_Turn_13_(99903).json.gz,-1.0,-75.9407,-19.830200000000005,71,4
2024-10-26_2p_-_Micro_Isar_Turn_7_(10405).json.gz,1.0,-22.823399999999992,7.668000000000005,13,5
2025-09-01_2p__Sullas_Ruins_Turn_18_(189915).json.gz,1.0,-8.157599999999999,16.348399999999998,65,3
2026-05-04_2p__Den_of_Onis_Turn_10_(106).json.gz,1.0,-6.627129415672167,9.877709464382672,27,3
2024-08-01_2p_mini_edited_Turn_7_(400).json.gz,1.0,13.211500000000001,-12.059999999999999,20,1
2024-10-30_2p__Ruphus_Isle_Turn_15_(14085).json.gz,-1.0,-51.84410000000001,-5.130300000000002,60,10
2025-11-24_2p__Clearing_Gushes_Turn_9_(13022).json.gz,1.0,-27.019144043074615,13.456794924115654,18,0
2024-05-29_2p_mini_edited_Turn_5_(35849).json.gz,-1.0,15.496999999999998,-28.088,16,3
2025-01-02_2p_-_Micro_Isar_Turn_9_(16253).json.gz,1.0,16.783360000000002,24.745919999999998,23,8
2025-01-07_2p__Howling_Ghost_Badlands_Turn_10_(21399).json.gz,1.0,23.198292500000015,15.928644999999996,44,8
2024-04-24_2p_mini_edited_Turn_9_(12352).json.gz,-1.0,41.47214780534448,9.46787765239553,18,8
2024-05-11_2p_-_Micro_Isar_Turn_6_(24432).json.gz,1.0,31.716799999999996,-5.197799999999997,15,1
2024-06-19_2p_mini_edited_Turn_7_(50003).json.gz,1.0,27.87149999999999,4.485999999999998,19,0
2024-11-05_2p__Weldyn_Channel_Turn_19_(3800).json.gz,-1.0,7.569132000000006,-54.125008,65,18
2024-06-13_2p_mini_edited_Turn_11_(46057).json.gz,-1.0,-24.925244,39.065535999999994,30,5
2025-09-13_2p__Hamlets_Turn_16_(199595).json.gz,-1.0,-32.912465085597866,-3.053104103897213,64,5
2025-04-16_2p__Sablestone_Delta_Turn_15_(81492).json.gz,-1.0,-36.75673050832396,2.7027419343964816,47,7
2025-10-27_2p__Silverhead_Crossing_Turn_12_(230890).json.gz,1.0,4.236550000000018,-6.2026999999999894,39,3
2024-09-17_2p__Weldyn_Channel_Turn_24_(30611).json.gz,-1.0,-56.03088000000002,-29.620610000000003,109,8
2025-05-30_2p__Weldyn_Channel_Turn_26_(115364).json.gz,-1.0,1.6335213284532148,-25.59463091036352,108,31
2025-03-08_2p__Ruphus_Isle_Turn_16_(50429).json.gz,-1.0,-47.627373381604706,17.273023309861756,79,11
2024-06-02_2p_mini_edited_Turn_6_(38551).json.gz,1.0,-12.167979999999988,15.013200000000001,23,0
2025-06-15_2p__Caves_of_the_Basilisk_Turn_32_(128881).json.gz,-1.0,146.15175200000004,-29.116720479999966,147,31
2024-04-08_2p__Howling_Ghost_Badlands_Turn_24_(2797).json.gz,1.0,-46.378255165073874,-49.2684918727496,108,17
2025-04-13_2p__Den_of_Onis_Turn_29_(79204).json.gz,1.0,22.325400000000016,0.3924000000000021,71,7
2026-02-07_2p_-_Micro_Isar_Turn_11_(80758).json.gz,1.0,42.892,60.3952,23,8
2025-12-17_2p__Hamlets_Turn_39_(32506).json.gz,-1.0,169.93912259999996,-63.180317999999986,158,34
2024-04-07_2p__Cynsaun_Battlefield_Turn_17_(2022).json.gz,1.0,36.911187,35.791093599999996,120,6
2025-07-23_2p__Hamlets_Turn_13_(157369).json.gz,1.0,-11.6024152,16.806057600000003,49,10
2025-03-31_2p_-_Micro_Isar_Turn_7_(69505).json.gz,1.0,56.44512357257456,11.648969154870771,21,2
2025-02-03_2p__Hamlets_Turn_21_(21650).json.gz,1.0,114.819172,33.919195000000016,106,26
2024-09-01_2p_-_Micro_Isar_Turn_5_(18197).json.gz,-1.0,2.371454479999997,-54.69301059199999,15,1
2025-11-07_2p__The_Freelands_Turn_17_(237795).json.gz,1.0,-38.39120000000001,-6.0876,99,13
2024-05-17_2p_mini_edited_Turn_7_(28045).json.gz,1.0,-22.070199999999996,-6.072000000000001,17,0
2025-01-04_2p__Hornshark_Island_Turn_12_(18099).json.gz,1.0,36.152606220000024,3.751672849999996,66,6
2024-08-30_2p__Hamlets_Turn_17_(16764).json.gz,-1.0,-28.03081092166201,-38.50866663488918,47,0
2025-01-05_2p__Weldyn_Channel_Turn_8_(19383).json.gz,-1.0,-4.0454399999999975,-16.003519999999998,12,0
2024-07-05_2p__Ruphus_Isle_Turn_20_(4721).json.gz,1.0,103.41124446921751,85.4135987850602,83,27
2025-10-29_2p__Weldyn_Channel_Turn_19_(232340).json.gz,1.0,44.133386400000006,1.0125280000000245,97,15
2024-12-22_2p__Sablestone_Delta_Turn_10_(6910).json.gz,1.0,-18.290484000000014,0.4507159999999937,50,5
2025-09-17_2p__Den_of_Onis_Turn_11_(202532).json.gz,1.0,11.836359889611469,15.531489545701186,28,1
2024-07-21_2p__Hamlets_Turn_19_(14866).json.gz,1.0,0.016815999999977294,-41.410512,92,16
2026-06-14_2p__Aethermaw_Turn_13_(23152).json.gz,-1.0,1.817499999999999,-3.4189999999999987,36,1
2025-03-23_2p__The_Walls_of_Pyrennis_Turn_17_(62924).json.gz,1.0,49.810400000000016,9.467400000000017,105,6
2024-06-01_2p_mini_edited_Turn_13_(37906).json.gz,-1.0,-48.9170792,-50.702646400000006,33,4
2025-01-15_2p__Ruphus_Isle_Turn_16_(4289).json.gz,1.0,-12.396473236045164,-10.888991271143686,76,23
2024-05-06_2p_mini_edited_Turn_10_(21263).json.gz,1.0,10.881000000000002,-3.5559999999999974,23,4
2024-04-06_2p_-_Micro_Isar_Turn_9_(1711).json.gz,1.0,5.32848319999999,32.62216720000001,24,1
2024-06-01_2p_-_Micro_Isar_Turn_9_(37573).json.gz,-1.0,-38.065450000000006,-31.322650000000007,18,6
2024-12-25_2p__The_Freelands_Turn_8_(9422).json.gz,1.0,1.7539999999999925,6.600999999999999,26,7
2024-05-29_2p__Hamlets_Turn_10_(35362).json.gz,1.0,24.436911000000016,37.07284800000001,29,4
2025-01-04_2p_-_Micro_Isar_Turn_6_(17381).json.gz,-1.0,0.17380400000001006,-44.69096400000001,18,2
2024-07-04_2p_mini_edited_Turn_6_(3945).json.gz,-1.0,4.2535160000000065,-8.023439999999997,16,0
2024-04-28_2p_-_Micro_Isar_Turn_5_(15366).json.gz,1.0,-62.182800000000015,1.8038000000000025,18,1
2024-11-21_2p__Weldyn_Channel_Turn_10_(16135).json.gz,-1.0,-2.529852368952703,-10.935345511693047,24,4
2026-01-25_2p_-_Micro_Isar_Turn_12_(68648).json.gz,1.0,-15.684699999999992,40.666,24,3
2024-04-01_2p_mini_edited_Turn_9_(2311).json.gz,1.0,19.169000000000015,46.819900000000004,25,4
2025-04-17_2p__Elensefar_Courtyard_Turn_19_(81935).json.gz,-1.0,27.916680000000017,40.68787999999999,110,19
2025-10-21_2p__Caves_of_the_Basilisk_Turn_16_(227073).json.gz,-1.0,-78.282,-31.817999999999998,56,12
2024-06-16_2p__Sablestone_Delta_Turn_18_(48472).json.gz,-1.0,55.565200005309165,7.474418194140924,59,9
2024-12-27_2p__Hamlets_Turn_13_(10953).json.gz,1.0,18.1430872,18.66241279999999,49,12
2024-05-01_2p_mini_edited_Turn_8_(17525).json.gz,-1.0,18.760600000000007,29.365399999999998,24,4
2024-08-30_2p__Aethermaw_Turn_8_(16665).json.gz,1.0,36.0230528,6.047860799999993,21,1
2024-10-28_2p__The_Freelands_Turn_14_(12429).json.gz,1.0,54.906738999999995,-32.1087952,69,12
2024-05-12_2p__Caves_of_the_Basilisk_Turn_19_(25181).json.gz,-1.0,70.46863999999998,-38.9601,84,10
2025-01-01_2p__Aethermaw_Turn_12_(15071).json.gz,1.0,7.128050000000007,-56.730816000000004,37,4
2024-06-28_2p__Ruphus_Isle_Turn_21_(90).json.gz,1.0,-10.593072346263702,-0.9319767664330403,89,32
2025-01-28_2p__Hornshark_Island_Turn_8_(16256).json.gz,1.0,-40.70459559999998,-96.22385919999999,57,5
2026-01-03_2p_-_Micro_Isar_Turn_6_(47857).json.gz,1.0,-16.669199999999996,-2.8204800000000017,17,0
2026-06-28_2p__Sablestone_Delta_Turn_26_(32800).json.gz,1.0,63.420504000000044,-11.186755999999976,144,34
2024-08-25_2p__Howling_Ghost_Badlands_Turn_9_(13031).json.gz,1.0,-3.5676647999999958,-0.7196263999999957,35,3
2024-09-27_2p__Den_of_Onis_Turn_14_(38005).json.gz,-1.0,-66.419175,-29.5698,73,12
2025-02-26_2p__Fallenstar_Lake_Turn_19_(42040).json.gz,1.0,104.60369359999999,53.769337600000014,109,33
2025-02-16_2p_-_Micro_Isar_Turn_8_(33271).json.gz,1.0,-28.851719999999986,18.607,22,1
2024-10-02_2p__Silverhead_Crossing_Turn_10_(42086).json.gz,1.0,65.8784,-6.3541,50,0
2024-09-22_2p_-_Micro_Isar_Turn_8_(34503).json.gz,1.0,35.6623,28.514999999999993,33,0
2024-07-14_2p_mini_edited_Turn_6_(10257).json.gz,-1.0,-57.94340000000001,-32.635299999999994,18,5
2025-09-14_2p__Weldyn_Channel_Turn_12_(200448).json.gz,-1.0,-8.97728799999999,-6.438708000000002,38,7
2025-05-04_2p__Weldyn_Channel_Turn_9_(96027).json.gz,-1.0,8.364072723517971,-10.016674789116928,45,15
2026-03-21_2p__Hornshark_Island_Turn_16_(8235).json.gz,-1.0,57.407140799999986,41.4332424,85,13
2024-12-03_2p__Caves_of_the_Basilisk_Turn_21_(343).json.gz,1.0,-79.15836399999999,-112.92513199999998,91,27
2026-01-07_2p__Fallenstar_Lake_Turn_13_(51021).json.gz,1.0,128.39396339967817,18.592484087078198,110,17
2024-06-14_2p_mini_edited_Turn_7_(46414).json.gz,1.0,60.36543999999999,-0.9425600000000021,20,1
2025-01-06_2p__Aethermaw_Turn_18_(20124).json.gz,1.0,-29.619560000000003,-24.157400000000013,70,3
2024-04-07_2p__Fallenstar_Lake_Turn_7_(2457).json.gz,-1.0,-21.934900000000003,-5.238399999999999,10,1
2024-12-11_2p__Caves_of_the_Basilisk_Turn_30_(5791).json.gz,1.0,180.05372000000006,110.01542000000002,170,38
2024-04-23_2p__Howling_Ghost_Badlands_Turn_10_(11935).json.gz,1.0,73.10082000000001,-23.177736000000007,44,4
2024-04-05_2p__Aethermaw_Turn_12_(1305).json.gz,1.0,-50.061464,36.005495999999994,43,1
2024-04-07_2p__Silverhead_Crossing_Turn_7_(2541).json.gz,-1.0,25.28278080000001,2.8204839999999987,25,4
2026-07-16_2p__Hamlets_Turn_19_(44744).json.gz,1.0,23.418409999999984,51.96647199999999,60,19
2024-09-08_2p__Hamlets_Turn_23_(22803).json.gz,-1.0,-11.825200000000011,-0.23060000000000258,56,0
2024-05-04_2p_mini_edited_Turn_14_(19513).json.gz,-1.0,-58.179,-32.86299999999999,36,7
2024-07-05_2p__Weldyn_Channel_Turn_7_(4470).json.gz,1.0,48.42446656,13.967801600000005,20,1
2024-04-04_2p__Den_of_Onis_Turn_15_(789).json.gz,-1.0,53.35364,4.961456,47,1
2024-05-16_2p_mini_edited_Turn_5_(27640).json.gz,-1.0,-15.862580479999997,-10.376247039999999,17,1
2025-02-19_2p__The_Freelands_Turn_14_(36011).json.gz,-1.0,84.947454,-36.10350399999999,57,3
2024-10-19_2p__Hamlets_Turn_19_(5309).json.gz,-1.0,12.08475050955983,-62.51302775219821,73,5
2024-11-08_2p__Aethermaw_Turn_13_(5937).json.gz,1.0,9.005132000000014,16.545296000000008,45,2
2025-04-25_2p__Sablestone_Delta_Turn_15_(88699).json.gz,1.0,4.286274999999975,-72.63000000000001,85,5
2025-11-25_2p__Weldyn_Channel_Turn_14_(13267).json.gz,-1.0,13.682484000000018,-41.911712000000016,64,6
2026-06-14_2p__Sullas_Ruins_Turn_15_(23348).json.gz,1.0,52.31547999999999,43.41647999999999,60,4
2025-08-20_2p__Caves_of_the_Basilisk_Turn_14_(179647).json.gz,-1.0,-43.23371999999998,12.946311999999995,64,6
2026-07-20_2p__Cynsaun_Battlefield_Turn_20_(48603).json.gz,1.0,-41.65429,-22.774411200000014,134,19
2025-01-31_2p__Hellhole_Turn_19_(18521).json.gz,1.0,-121.885677,-16.272092000000015,88,6
2024-04-28_2p_mini_edited_Turn_6_(15440).json.gz,1.0,-2.7101799999999976,-21.960732000000004,13,2
2026-02-09_2p__Elensefar_Courtyard_Turn_12_(82758).json.gz,-1.0,-40.31329999999999,24.051699999999997,42,1
2024-09-03_2p__Hellhole_Turn_10_(19610).json.gz,1.0,7.181600000000001,42.2232,19,4
2024-05-29_2p_mini_edited_Turn_8_(35605).json.gz,1.0,37.934999999999995,9.419599999999999,24,3
2025-07-13_2p__Ruphus_Isle_Turn_20_(149779).json.gz,1.0,-37.080866592189146,45.93942103112404,86,11
2026-07-18_2p__Fallenstar_Lake_Turn_13_(46746).json.gz,-1.0,-0.7768980000000134,23.481299999999987,55,4
2024-11-28_2p__Hellhole_Turn_35_(22076).json.gz,1.0,52.277522800000035,32.007871199999975,125,14
2024-07-28_2p_mini_edited_Turn_11_(19557).json.gz,-1.0,29.884155680000013,-13.056935039999999,26,6
2025-01-04_2p__Ruphus_Isle_Turn_11_(17479).json.gz,-1.0,-50.34047999999999,-32.09617472,45,3
2026-01-03_2p__Caves_of_the_Basilisk_Turn_22_(47109).json.gz,1.0,41.4454576,101.07665439999998,110,14
2024-03-27_2p__The_Freelands_Turn_13_(984).json.gz,1.0,-60.05558000000001,-24.56172,55,2
2024-04-21_2p_-_Micro_Isar_Turn_11_(10722).json.gz,1.0,-48.78275999999999,-13.464479999999988,19,5
2025-02-23_2p_-_Micro_Isar_Turn_8_(39804).json.gz,1.0,46.85359999999999,4.651199999999999,13,8
2024-10-23_2p__Caves_of_the_Basilisk_Turn_13_(7937).json.gz,1.0,1.5958200000000131,-44.49227999999999,51,4
2025-05-30_2p__Weldyn_Channel_Turn_14_(115824).json.gz,1.0,-72.30189999999997,-61.761999999999986,50,5
2024-12-29_2p__The_Walls_of_Pyrennis_Turn_10_(12102).json.gz,-1.0,-74.44067200000003,-29.342112,43,3
2025-03-27_2p__Fallenstar_Lake_Turn_12_(65563).json.gz,1.0,37.43504,25.04164,54,7
2025-03-16_2p__Sablestone_Delta_Turn_16_(56782).json.gz,1.0,-41.577055,6.656565000000006,63,13
2024-12-01_2p__Caves_of_the_Basilisk_Turn_16_(24074).json.gz,1.0,-4.220799999999997,1.158799999999995,73,12
2024-12-17_2p__Ruphus_Isle_Turn_8_(2673).json.gz,-1.0,-18.0845,-25.092999999999996,28,4
2025-11-22_2p__Cynsaun_Battlefield_Turn_21_(10595).json.gz,1.0,-29.394625773795067,34.41097471079536,112,18
2024-08-02_2p__Weldyn_Channel_Turn_30_(917).json.gz,1.0,-93.12599180000001,-55.04975667999997,102,43
2024-05-05_2p__Caves_of_the_Basilisk_Turn_14_(20116).json.gz,-1.0,12.454856000000005,-15.598960000000005,27,1
2024-06-02_2p_-_Micro_Isar_Turn_14_(38820).json.gz,-1.0,-29.174750000000007,-12.295900000000001,34,8
2024-12-31_2p__Sablestone_Delta_Turn_11_(14152).json.gz,1.0,33.69216707663199,35.837148613928136,55,2
2024-06-01_2p_mini_edited_Turn_5_(37490).json.gz,1.0,22.826299999999993,19.945999999999998,14,0
2024-07-18_2p__The_Freelands_Turn_14_(13074).json.gz,-1.0,17.834716000000007,30.8569752,83,72
2025-09-04_2p__Hamlets_Turn_8_(192343).json.gz,-1.0,21.901780000000002,30.65068,26,0
2024-04-26_2p_mini_edited_Turn_7_(13611).json.gz,1.0,1.5473202281664962,34.888586488983165,17,3
2025-08-22_2p__Hornshark_Island_Turn_17_(181540).json.gz,-1.0,46.049089999999985,-34.53839999999999,104,12
2024-04-12_2p__Caves_of_the_Basilisk_Turn_15_(5359).json.gz,1.0,97.32734128000001,23.98889808000001,44,6
2024-09-26_2p__Caves_of_the_Basilisk_Turn_15_(37337).json.gz,-1.0,9.421719999999997,-7.715640000000004,42,1
2024-12-07_2p_-_Micro_Isar_Turn_6_(2991).json.gz,1.0,-27.512872732429656,3.3634520708883224,14,4
2026-07-12_2p__Hamlets_Turn_15_(41967).json.gz,1.0,65.54065123934095,32.46431669617495,47,4
2024-03-29_2p__Thousand_Stings_Garrison_Turn_14_(508).json.gz,1.0,34.84167280000001,-20.71987519999999,50,3
2024-08-31_2p__Silverhead_Crossing_Turn_17_(17604).json.gz,-1.0,-50.18699999999998,-11.038384000000002,49,1
2024-03-24_2p_-_Small_Fallenstar_Turn_21_(1646).json.gz,-1.0,12.449539999999999,-11.581139999999998,54,13
2025-04-07_2p__Ruphus_Isle_Turn_31_(74838).json.gz,-1.0,3.714830179715392,-94.11451899652675,139,32
2025-07-16_2p__Aethermaw_Turn_18_(151968).json.gz,1.0,76.27998884332328,123.82165236950904,65,8
2024-05-29_2p__Weldyn_Channel_Turn_23_(35371).json.gz,-1.0,-12.594634162854886,-2.6676926261964464,71,3
2026-03-21_2p__Hamlets_Turn_17_(8282).json.gz,-1.0,52.75665199999999,-40.48563360000001,77,14
2025-01-15_2p__Den_of_Onis_Turn_27_(4420).json.gz,1.0,-9.516643100000056,-21.284074700000026,123,35
2026-07-05_2p__Weldyn_Channel_Turn_10_(37526).json.gz,1.0,70.05955,-2.552299999999999,29,3
2025-01-23_2p_-_Micro_Isar_Turn_6_(11306).json.gz,1.0,17.7927,48.1094,14,0
2024-07-19_2p__Den_of_Onis_Turn_11_(13393).json.gz,1.0,41.33313199999999,79.80798399999999,49,4
2024-04-28_2p__Howling_Ghost_Badlands_Turn_11_(15585).json.gz,1.0,22.753107581944008,33.005533692654225,32,0
2025-11-18_2p__Caves_of_the_Basilisk_Turn_12_(7545).json.gz,1.0,-6.140199999999994,28.97976000000001,41,7
2024-07-14_2p__Hornshark_Island_Turn_8_(10118).json.gz,1.0,35.92880000000001,41.048000000000016,37,0
